referrer,views_total,views_unique
github.com,216,38
chatgpt.com,15,3
arxiv.org,4,3
DuckDuckGo,4,1
Bing,1,1
link.zhihu.com,1,1
my.feishu.cn,1,1
openreview.net,1,1
